-14.659700 32.069801 0.0
-14.659700 28.169800 0.0
-14.659700 24.269800 0.0 
-14.659700 20.369801 0.0 
-14.659700 16.469801 0.0 
-14.659700 12.569800 0.0 
-14.659700 8.669800 0.0 
-14.659700 4.769800 0.0 
-11.089200 12.569800 0.0 
-11.089200 8.669800 0.0 
-11.089200 4.769800 0.0 
-6.964300 4.769800 0.0 
-2.736400 4.769800 0.0 
2.086300 4.769800 0.0 
6.366100 4.769800 0.0 
10.557400 4.769800 0.0 
14.040300 4.769800 0.0 
14.040300 8.669800 0.0 
10.557400 8.669800 0.0 
14.040300 12.569800 0.0 
10.557400 12.569800 0.0 
14.040300 16.469801 0.0 
14.040300 20.369801 0.0 
14.040300 24.269800 0.0 
14.040300 28.169800 0.0 
14.040300 32.069801 0.0
